TIMESTAMP,COMMENTS,TOPIC,CLIENT,CLINIC,LABEL
Jan-22,Dr Poptic is the best  ,Engagement with Patient's,Lincoln Electric,Avon Sheffield Detroit Ave Clinic,Positive
Jan-22,The care that the Staff has. Making me feel comfortable. ,Services,City Of South Bend,City Of South Bend Clinic,Positive
Jan-22,Horrible changeover to new system Caring Lost information because of changeover,Good doctor,Michelin - South Carolina,Michelin Family Health Center - Lexington,Positive
Jan-22, On time ,Professionalism,Michelin - Remote Chronic Condition Program,Michelin Family Health Center - HNA / Headquarters,Positive
Jan-22, Dr. was thorough and listened to what I said ,Doctor is hospitable,Aisin - Illinois,Aisin Marion Illinois Health and Wellness Center,Neutral
Jan-22, High quality care is always delivered. Doctor knows me well and responds immediately. nothing - excellent quality in every aspect.,Services,"Seven Counties Services, Inc.",Louisville Park Plaza Clinic,Positive
Jan-22,"The abilities of the clinic are very limited and scheduling an appointment online or through the app is impossible. The provider was very attentive to my needs/concerns. I got in early. I still don&#39;t know exactly what the issue is. After completing some of the treatment options, which required going to other facilities, I still don&#39;t know what the issue is and the provider wasn&#39;t interested in exploring it further.",Good doctor,Herzog Contracting Corporation,Herzog Health and Wellness Center,Positive
Jan-22, Everything went well. No complaints at all.,Good doctor,IBEW Local 212,Local 212 Clinic,Positive
Jan-22," I appreciate the flexibility to accommodate a last minute request for an appointment!! Also, I was very happy to to have a physician who is knowledgeable of my medical condition. Nothing! I was very happy!",Good doctor,State of Colorado,Denver Lowry Medical Plaza Clinic,Positive
Jan-22, Assessment ,Doctor is hospitable,UA Plumbers Local 5,UA Plumbers Local 5 Health &amp; Wellness Center,Neutral
Jan-22," Dr.  McBrearty is always thorough and thoughtful.  He addresses my needs in holistic and complete way, which I so appreciate.  The care team at Littleton is professional and friendly. Nothing.",Engagement with Patient's,Everside Health - Colorado,Littleton Highline Professional Center Clinic,Positive
Jan-22," The entire office from the doctor to the staff was excellent There was nothing, they were great",Unskilled,State of Colorado,Lakewood Belmar Medical Building Clinic,Negative
Jan-22, everything was easy and smooth going. I thought it would be hard to do an appointment over the phone but it was easy and great!! ,Good doctor,nan,Teamsters Local 14 Family Wellness Center - Northwest,Positive
Jan-22,I&rsquo;ve only had one experience and hadn&rsquo;t heard of you before. Michelin Family Health center is the only place  for Everside that I know of.  ,Doctor listen the concerns,Michelin - South Carolina,Michelin Family Health Center - Donaldson,Neutral
Jan-22," Staff was professiona;,down to earth, explained everything clearly and answered all my questions without trushing. answered all my querstions and explained everything clearly so I could understand.",Blood work and vaccine,Baldwin Woodville Schools,BeWell Clinic,Negative
Jan-22," My Dr explained everything I needed to take to recover from my illness. She took the time to answer all my questions. It wasn&#39;t your fault, it was mine trying to access the virtual appointment.  I was having technical difficulties with my phone.",Lab result and services,"UA Local 469 Arizona Pipe Trades - Phoenix, AZ",UA Local 469 Activate Health and Wellness Center - Glendale,Negative
Jan-22,  The online system never has appointments.,Testing and Treatment,Akron Public Schools,Akron-White Pond Drive Clinic,Negative
Jan-22, They listen to my concerns and answered my questions ,Doctor is hospitable,Aisin - Indiana,Aisin Seymour Tipton Health and Wellness Center,Neutral
Jan-22, Perfect appointment. Not a thing.,Professionalism,IBEW Local 357,Union Family Health Center - Northwest,Positive
Jan-22," Listening,  taking steps to find what&#39;s wrong ",Good doctor,North Vernon Industry Corp.,NVIC Clinic,Positive
Jan-22," I was immediately greeted when I walked in the door. I had some paperwork and she took copies right away, didn&#39;t make me sit there holding them. ",Good doctor,State of Colorado,DTC Centrum Healthcare Center Clinic,Positive
Jan-22, Very friendly and attentive to my needs. Dr. S spent time listening to me. I don&rsquo;t normally see him but he studied my case and knew my history. Nothing.,Engagement with Patient's,Akron Public Schools,Akron S. Main Health Center,Positive
Jan-22,very happy at his old school doctor  ,Good doctor,nan,Station Casinos Medical Center - Sunset,Positive
Jan-22, It&rsquo;s always great to see Dr. Smith and Tammy. Always on time and answers all questions Nothing!,Engagement with Patient's,Heat and Frost Insulators LLC - Missouri,SSM Health DirectCare Florissant Clinic,Positive
Jan-22," As noted above, my appointment started on time. I was well cared for in a pleasant and friendly manner. ",Concerns addressed,Metalcraft of Mayville,Mayville Metalcraft Clinic,Positive
Jan-22, Staff goes above and beyond to provide compassionate care. ,Concerns addressed,State of Colorado,Littleton Highline Professional Center Clinic,Positive
Jan-22, Consultation excellent knowledge of my employers covid procedures Nothing,Good doctor,City Of South Bend,City Of South Bend Clinic,Positive
Jan-22," The location got me in the same day, and with quick results. ",Doctor listen the concerns,Michelin - Remote Chronic Condition Program,Michelin Family Health Center - Lexington,Neutral
Jan-22," Everything. 
Listening.  Updating records for covid.
Explaining everything. Not one thing",Good doctor,IBEW Local 212,Erlanger Clinic,Positive
Jan-22, Routine check-up nothing,Doctor listen the concerns,Teamsters Local 175,Teamsters Local 175 Health Center,Neutral
Jan-22, Blood pressure follow-up was good. Thorough review of medications. Talk of societal and work-related uneasiness. The staff was tremendous: courteous and caring. It was a good visit. Weigh-in fluctuates significantly from home to clinic. There is a bit of disparity between weighing unclothed and weighing full-kit...especially for a man. I wonder what if any allocation is made for clothing and pocket contents. Literally every provider that I have ever visited has this same issue or unknown.,Services,nan,Station Casinos Medical Center - Sunset,Positive
Jan-22, The Nurse Practitioner listened to my concerns ,Doctor listen the concerns,"Seven Counties Services, Inc.",Louisville Seven Counties Broadway Clinic,Neutral
Jan-22, Answered all my questions and took care of my issue. ,Services,City Of South Bend,City Of South Bend Clinic,Positive
Jan-22, I have always been impressed with the service in the Arvada office. ,Good doctor,City of Arvada,Arvada City of Arvada Clinic,Positive
Jan-22," Introduction, Education, physical assessment ",Doctor is hospitable,Herzog Contracting Corporation,Herzog Health and Wellness Center,Neutral
Jan-22, Taking the time to listen to me nothing,Doctor listen the concerns,Aisin - Indiana,Aisin Seymour Tipton Health and Wellness Center,Neutral
Jan-22, Great customer service with a smile. I can smell smoke on one of the nurses.,Services,DaVita - Washington,Puyallup Meeker&#39;s Landing Clinic,Positive
Jan-22, Dr Gray took time to listen to what was wrong and called in a prescription. Nothing. It was good,Good doctor,"Seven Counties Services, Inc.",Louisville Park Plaza Clinic,Positive
Jan-22, Everyone was great ,Concerns addressed,IBEW Local 212,Local 212 Clinic,Positive
Jan-22, Follow up on all concerns from previous appointment. Felt everything was covered. ,Engagement with Patient's,"Plumbers, Pipefitters And MES Local 392",Erlanger Clinic,Positive
Jan-22, The providers is always excellent there. The system was still not working those poor staff was unable to do anything bc nothing was working.,Blood work and vaccine,Michelin - South Carolina,Michelin Family Health Center - HNA / Headquarters,Negative
Jan-22, Everything Nothing,Engagement with Patient's,"Plumbers, Pipefitters And MES Local 392",Erlanger Clinic,Positive
Jan-22," Being very professional, respectful, and awesome. They did well.",Professionalism,State of New Jersey - (Horizon BCBS),Clifton Brighton Road Office,Positive
Jan-22, We just love the staff and how personable they are to everyone. Nothing,Good doctor,Michiana Electrical Workers Local 153,IBEW Local 153/UA Local 172 - South Bend,Positive
Jan-22, Excellent care ,Services,IBEW Local 357,Union Family Health Center - Downtown,Positive
Jan-22, Very pleasant and easy to talk too. It seemed rather long but it was fine.,Good doctor,nan,Wapakoneta Health Center,Positive
Jan-22, The Covid test was easy and performed quickly.  Dr. Izard was very informative. I was not notified of my test results and had to follow up with the doctor an hour later.,Lab result and services,Velvac,New Berlin Health Center,Negative
Jan-22, Listened and addressed my concerns ,Doctor listen the concerns,SSM Health,SSM Health DirectCare South County,Neutral
Jan-22," I really like that I wasn&#39;t ever waiting. It wasn&#39;t like a normal doctor&#39;s office, way more casual. ",Blood work and vaccine,State of Colorado,Sterling Inspire Health,Negative
Jan-22," Good explanation, asked if I needed any clarification. ",Engagement with Patient's,Akron Public Schools,Akron-White Pond Drive Clinic,Positive
Jan-22, Very informative and helpful Everything was good,Concerns addressed,"UA Local 469 Arizona Pipe Trades - Phoenix, AZ",UA Local 469 Activate Health and Wellness Center - Glendale,Positive
Jan-22," Everything about my appt.was. awesome.Best experience. ever.Thank you ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐ Everything was awesome,Thank you ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐",Good doctor,IUOE Local 513,SSM Health DirectCare Florissant Clinic,Positive
